Id,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageCond,Fence,SalePrice_log,SalePrice,HasGasHeating,Electrical_combined,GarageType_combined,GarageQual_combined,SaleType_combined,HasPavedDrive,SaleCond_combined,HasCentralAir
242,4,4,2,2,2,4,3,8,1,2,4,1,11.27720313,79000,1,2,1,2,1,1,1,0
243,5,4,2,2,2,3,3,8,4,3,4,1,11.69524702,120000,1,1,1,3,1,1,1,1
244,5,4,2,7,2,5,4,8,3,3,4,1,12.23076526,205000,1,1,1,3,1,1,1,1
245,5,4,4,7,2,4,3,8,4,4,4,1,12.39462475,241500,1,1,1,3,1,1,1,1
246,3,4,2,2,2,4,2,8,1,2,2,1,11.8277362,137000,1,0,2,2,1,1,1,0
247,4,4,2,2,2,5,3,8,4,2,4,1,11.8493977,140000,1,1,1,3,1,1,1,1
248,5,4,2,2,2,5,4,8,1,3,4,1,12.10071213,180000,1,1,1,3,1,1,1,1
249,5,4,5,4,2,4,4,8,4,4,4,1,12.53177279,277000,1,1,1,3,1,1,1,1
250,4,4,2,2,2,5,2,5,1,1,1,3,11.24504602,76500,1,1,0,1,1,1,1,1
251,5,4,5,7,2,5,4,8,5,4,4,1,12.36734079,235000,1,1,1,3,1,1,0,1
252,5,4,2,2,2,5,4,8,1,3,4,1,12.06104687,173000,1,1,1,3,1,1,1,1
253,5,4,5,3,6,5,4,7,1,3,4,4,11.97035031,158000,1,1,1,3,0,1,1,1
254,4,4,2,4,2,3,3,8,1,3,4,1,11.88448902,145000,1,1,1,3,1,1,1,1
255,5,4,2,2,2,5,4,8,4,4,4,1,12.34583459,230000,1,1,3,3,1,1,1,1
256,5,4,2,4,2,5,4,8,1,3,4,1,12.24288662,207500,1,1,1,3,1,1,1,1
257,5,4,2,7,2,5,4,8,5,3,4,1,12.30138283,220000,1,1,1,3,1,1,0,1
258,5,4,2,7,2,5,4,8,4,3,4,1,12.35233515,231500,1,1,1,3,1,1,1,1
259,1,1,1,1,1,4,3,8,1,2,4,1,11.48246626,97000,1,2,2,3,1,1,1,1
260,4,4,5,4,6,3,3,8,4,2,4,3,12.07823927,176000,1,1,1,3,1,1,1,1
261,6,4,2,2,2,5,5,8,5,4,4,1,12.52815614,276000,1,1,3,3,2,1,0,1
262,5,5,4,6,2,3,3,8,4,2,4,3,11.92503512,151000,1,1,1,3,1,1,1,1
263,4,4,2,3,6,3,3,8,1,2,4,1,11.77528973,130000,1,1,2,3,1,1,1,1
264,3,4,2,2,2,4,3,8,1,2,4,1,11.19821472,73000,1,0,2,3,1,0,1,0
265,5,4,2,7,3,3,4,8,4,4,4,5,12.07539432,175500,1,1,1,3,1,1,1,1
266,5,4,4,7,2,4,3,8,4,4,4,1,12.1281111,185000,1,1,1,3,1,1,1,1
267,4,4,2,3,2,5,4,8,5,2,4,1,12.09793049,179500,1,1,2,3,1,1,1,1
268,4,4,2,6,4,5,3,8,5,4,6,1,11.69940503,120500,1,1,2,2,1,1,1,1
269,4,5,2,5,2,3,3,8,3,3,5,5,11.90496755,148000,1,1,1,3,1,1,1,1
270,5,4,3,2,2,4,4,8,5,3,4,1,12.49125159,266000,1,1,1,3,2,1,0,1
271,5,4,5,3,7,5,3,5,4,2,4,1,12.39462475,241500,1,1,1,3,1,1,1,1
272,5,4,2,7,2,5,4,8,5,4,4,1,12.5776362,290000,1,1,1,3,1,1,1,1
273,4,4,2,4,3,4,3,7,5,3,4,4,11.84222921,139000,1,1,1,3,1,1,1,1
274,4,4,5,6,2,3,3,8,1,2,4,1,11.73206099,124500,1,1,1,3,1,1,1,1
275,4,4,2,2,2,4,5,8,1,2,4,1,12.23076526,205000,1,1,2,3,1,1,1,0
276,6,4,2,2,2,5,4,8,1,4,4,1,12.21106019,201000,1,1,1,3,1,1,1,1
277,4,4,2,3,2,5,3,8,1,2,4,1,11.85651517,141000,1,1,2,3,1,1,1,1
278,6,4,5,2,2,5,5,8,6,4,4,1,12.93675161,415298,1,1,1,3,2,1,0,1
279,5,4,2,5,2,5,3,8,4,4,4,1,12.16525065,192000,1,1,1,3,1,1,1,1
280,5,4,4,7,2,4,4,8,4,4,4,1,12.33929149,228500,1,1,1,3,1,1,1,1
281,5,4,2,7,2,4,4,8,1,4,4,1,12.1281111,185000,1,1,1,3,2,1,0,1
282,5,4,2,7,2,5,4,8,5,3,4,1,12.24288662,207500,1,1,1,3,0,1,1,1
283,5,4,2,2,2,5,4,8,5,4,4,1,12.4073795,244600,1,1,1,3,2,1,0,1
284,5,4,2,7,2,4,4,8,1,3,4,1,12.09625778,179200,1,1,1,3,1,1,1,1
285,5,4,2,2,2,5,4,8,1,3,4,1,12.01188092,164700,1,1,2,3,2,1,0,1
286,4,4,2,4,2,3,4,8,5,3,4,5,11.97665948,159000,1,1,1,3,1,1,1,1
287,4,4,2,5,2,3,3,8,1,1,1,1,11.38509209,88000,1,1,0,1,1,1,1,1
288,4,4,2,5,2,3,3,8,1,2,4,4,11.71177632,122000,1,1,2,3,1,1,1,1
289,4,4,2,2,2,5,3,8,1,2,4,1,11.94194433,153575,1,2,2,3,1,1,1,1
290,5,4,4,2,2,5,4,8,5,3,4,1,12.35978037,233230,1,1,1,2,2,1,0,1
291,4,3,2,4,2,5,2,8,1,1,1,1,11.8196746,135900,1,1,0,1,1,0,1,0
292,4,4,2,3,2,4,3,6,5,2,4,1,11.7829526,131000,1,1,1,3,1,1,1,1
293,4,4,2,6,2,2,4,8,4,4,4,1,12.36734079,235000,1,1,1,3,1,1,1,1
294,4,4,2,7,2,3,3,8,5,4,4,1,12.02574909,167000,1,1,1,3,1,1,1,1
295,4,4,4,7,2,3,3,8,1,2,4,5,11.86709728,142500,1,1,2,3,1,1,1,1
296,4,4,2,5,2,3,3,8,1,2,4,4,11.9316358,152000,1,2,1,3,1,1,1,1
297,5,4,2,5,2,5,4,8,4,3,4,1,12.38421883,239000,1,1,2,3,1,1,1,1
298,4,4,2,6,4,4,3,8,5,2,4,1,12.07254125,175000,1,1,1,3,1,1,1,1
299,4,4,2,2,2,5,4,8,5,2,4,5,11.97350987,158500,1,1,1,3,1,1,0,1
300,4,4,3,5,2,3,3,8,5,2,4,1,11.96400108,157000,1,1,1,3,1,1,1,1
301,5,4,2,7,2,5,4,8,4,4,4,1,12.49500394,267000,1,1,3,3,1,1,1,1
302,5,4,2,2,2,5,4,8,4,3,4,1,12.23076526,205000,1,1,1,3,1,1,1,1
303,4,4,2,6,2,3,3,8,1,2,4,3,11.91772368,149900,1,1,1,3,1,1,0,1
304,4,4,2,2,2,5,4,8,6,2,4,1,12.59473064,295000,1,1,1,3,1,1,1,1
305,5,4,2,7,2,5,4,8,1,4,4,1,12.63101353,305900,1,1,1,3,1,1,1,1
306,5,4,2,6,2,4,4,8,4,3,4,1,12.32385568,225000,1,1,1,3,1,1,1,1
307,4,4,2,2,2,3,2,8,1,1,1,4,11.4019939,89500,1,2,0,1,1,0,1,1
308,4,4,2,5,2,5,3,8,1,2,4,1,11.32055357,82500,1,1,2,3,1,1,1,1
309,6,4,5,7,2,5,5,8,6,4,4,1,12.79385931,360000,1,1,1,3,1,1,1,1
310,5,4,2,6,2,4,4,8,4,4,4,1,12.01733052,165600,1,1,1,3,1,1,1,1
311,4,4,2,6,2,5,3,8,5,2,4,1,11.7905572,132000,1,1,2,3,1,1,1,1
312,5,4,3,4,2,3,3,8,5,2,4,4,11.69441334,119900,1,1,2,3,1,1,1,1
313,5,4,5,6,4,3,3,8,5,3,4,1,12.8346813,375000,1,1,1,3,1,1,1,1
314,4,5,2,3,2,5,5,8,5,2,4,1,12.08953883,178000,1,1,2,2,1,1,1,1
315,5,4,2,7,2,5,4,8,5,4,4,1,12.14685329,188500,1,1,1,3,1,1,1,1
316,5,4,2,7,2,3,5,8,4,3,4,5,12.46843691,260000,1,1,1,3,1,1,1,1
317,5,4,4,2,2,5,4,8,5,3,4,1,12.50617724,270000,1,1,1,3,1,1,1,1
318,5,4,5,7,2,5,4,8,4,3,4,1,12.46843691,260000,1,1,1,3,1,1,1,1
319,5,4,4,7,2,3,3,8,4,2,4,1,12.14153412,187500,1,1,1,3,1,1,1,1
320,6,5,4,2,2,5,4,8,1,3,4,1,12.74444437,342643,1,1,1,3,2,1,0,1
321,6,4,4,7,2,5,4,8,5,4,4,1,12.77705219,354000,1,1,3,3,1,1,1,1
322,4,4,5,3,6,5,4,8,4,4,4,4,12.61486554,301000,1,1,1,3,1,1,1,1
323,4,4,2,6,2,5,3,8,1,2,4,1,11.74542511,126175,1,1,1,2,1,1,1,1
324,5,4,2,2,2,5,4,8,5,4,4,1,12.39669301,242000,1,1,3,3,1,1,1,1
325,4,4,4,5,2,1,3,8,1,2,4,1,11.3736634,87000,1,0,2,3,1,1,1,0
326,5,4,5,7,2,5,4,8,5,4,4,1,12.68849879,324000,1,1,1,3,0,1,1,1
327,4,4,2,4,2,3,3,8,1,3,4,1,11.88621167,145250,1,1,1,3,1,1,1,1
328,4,4,2,2,2,4,4,8,1,2,4,1,12.27606502,214500,1,2,2,3,1,1,1,0
329,4,4,3,2,2,3,3,8,1,2,3,3,11.26446411,78000,1,1,2,2,1,0,1,0
330,4,4,2,7,4,3,3,8,1,2,4,1,11.68687877,119000,1,1,2,3,1,1,1,1
331,4,4,2,4,2,2,3,8,1,3,4,1,11.84222921,139000,1,1,1,3,1,1,1,1
332,5,4,2,7,1,5,4,8,5,3,4,1,12.55672952,284000,1,1,1,3,1,1,1,1
333,5,4,4,7,2,5,4,8,5,3,4,1,12.24047407,207000,1,1,1,3,1,1,1,1
334,5,4,5,7,2,4,3,8,4,4,4,1,12.16525065,192000,1,1,1,3,1,1,1,1
335,4,4,5,6,5,5,3,8,5,4,4,1,12.34125892,228950,1,1,1,3,1,1,1,1
336,6,4,5,7,2,5,4,8,5,4,4,1,12.8411298,377426,1,1,1,3,1,1,1,1
337,5,4,4,7,2,5,4,8,1,3,4,1,12.27373129,214000,1,1,1,3,1,1,1,1
338,5,4,3,6,2,5,4,8,1,3,4,1,12.21849517,202500,1,1,1,3,1,1,1,1
339,4,3,2,4,2,3,3,8,1,2,4,1,11.9511804,155000,1,2,1,3,1,1,1,1
340,5,4,2,2,2,5,4,8,1,4,4,1,12.22046853,202900,1,1,1,3,1,1,1,1
341,4,3,2,2,2,4,3,8,1,2,4,1,11.31447453,82000,1,1,0,3,1,0,1,1
342,1,1,1,1,1,2,3,8,1,2,4,1,11.37939407,87500,0,2,2,3,1,1,1,0
343,6,4,2,7,2,5,5,8,6,3,4,1,12.49125159,266000,1,1,1,3,1,1,1,1
344,5,4,2,4,5,3,3,8,1,2,4,1,11.35040654,85000,1,1,1,3,1,1,1,1
345,4,4,2,2,2,4,2,8,5,2,4,1,11.85082525,140200,1,1,2,3,1,1,1,1
346,4,4,3,5,2,3,3,8,1,3,4,1,11.9283409,151500,1,1,1,3,1,1,1,1
347,4,4,2,5,2,5,3,8,5,2,4,1,11.96718074,157500,1,2,1,3,1,1,1,1
348,5,4,2,7,2,5,4,8,1,3,4,1,11.94470788,154000,1,1,3,3,1,1,1,1
349,6,4,2,7,2,5,5,8,6,4,4,1,12.98804081,437154,1,1,1,3,2,1,0,1
350,6,4,2,2,2,5,5,8,5,3,4,1,12.66999847,318061,1,1,1,3,2,1,0,1
351,5,4,5,7,2,4,4,8,4,3,4,1,12.15477935,190000,1,1,1,3,1,1,0,1
352,4,3,3,3,4,3,3,8,1,2,3,1,11.46163217,95000,1,1,2,3,0,1,1,0
353,4,4,2,2,2,4,3,8,1,2,4,1,11.57025053,105900,1,1,2,3,1,1,1,1
354,4,4,2,3,2,5,3,8,5,2,4,1,11.8493977,140000,1,1,1,3,1,1,1,1
355,5,5,2,6,5,5,4,8,1,3,4,1,12.08672589,177500,1,1,1,3,1,1,1,1
356,5,4,2,7,2,4,4,8,1,3,4,1,12.06104687,173000,1,1,1,3,1,1,1,1
357,5,4,2,6,2,3,3,8,2,4,4,4,11.80559508,134000,1,1,1,3,1,1,1,1
358,4,4,4,5,4,5,4,6,1,2,4,1,11.77528973,130000,1,0,3,3,1,1,0,1
359,5,4,4,7,2,5,4,8,4,3,4,1,12.54254488,280000,1,1,1,3,1,1,1,1
360,5,4,4,7,2,5,3,8,4,3,4,4,11.95761129,156000,1,1,1,3,1,1,1,1
361,4,4,2,4,2,4,3,8,1,2,4,1,11.88448902,145000,1,1,2,3,1,0,1,1
362,1,1,1,1,1,5,4,8,6,3,4,1,12.19854438,198500,1,1,3,3,0,1,1,1
363,4,4,2,6,2,4,4,8,1,2,4,1,11.6784399,118000,1,1,2,3,1,1,1,1
364,5,4,3,7,2,3,3,8,4,4,4,1,12.15477935,190000,1,1,1,3,1,1,1,1
365,4,3,2,4,2,4,3,8,1,2,3,1,11.89818787,147000,1,2,2,3,1,1,1,1
366,5,4,2,5,2,4,3,8,5,3,4,1,11.97665948,159000,1,1,1,3,1,1,1,1
367,5,4,5,7,2,4,3,8,5,3,4,1,12.01370075,165000,1,1,0,3,1,1,1,1
368,4,4,2,3,2,4,3,8,5,4,4,1,11.7905572,132000,1,1,1,3,1,1,1,1
369,4,4,2,6,4,5,4,8,5,4,4,1,11.99535161,162000,1,1,2,3,1,1,1,1
370,5,4,2,2,2,5,3,8,4,3,4,1,12.05757264,172400,1,1,1,3,1,1,1,1
371,1,1,1,1,1,3,3,6,5,4,4,1,11.80881377,134432,1,1,2,3,1,0,1,1
372,5,4,2,6,3,3,3,8,1,2,4,4,11.73606902,125000,1,1,1,3,1,1,1,1
373,4,4,2,5,3,3,3,6,1,2,4,3,11.71993963,123000,1,1,1,3,1,1,1,1
374,5,4,2,2,2,5,4,8,5,4,4,1,12.29910751,219500,1,1,3,3,1,1,1,1
375,3,2,5,5,2,4,2,4,1,1,1,1,11.01862914,61000,1,2,0,1,1,1,1,0
376,5,4,4,7,2,5,3,8,1,2,4,1,11.90496755,148000,1,1,2,3,1,1,1,1
377,5,4,2,2,2,5,4,8,5,3,4,1,12.7367009,340000,1,1,1,3,1,1,1,1
378,6,4,4,7,2,5,5,8,6,4,4,1,12.88520203,394432,1,1,1,3,2,1,0,1
379,5,4,2,2,2,5,3,8,4,4,4,1,12.09514108,179000,1,1,1,3,1,1,1,1
380,4,4,2,3,2,3,4,8,5,2,4,1,11.75194237,127000,1,1,2,3,1,1,1,1
381,5,5,2,2,2,5,4,8,5,3,4,1,12.14286657,187750,1,1,1,3,2,1,0,1
382,5,4,4,2,2,5,4,8,1,3,4,1,12.27139211,213500,1,1,1,3,1,1,1,1
383,3,3,2,2,2,3,3,8,1,2,3,1,11.23848862,76000,1,2,2,2,1,0,1,0
384,5,4,4,7,2,5,4,8,3,4,4,1,12.3883942,240000,1,1,1,3,1,1,1,1
385,5,4,2,7,2,5,4,8,4,4,4,1,12.16525065,192000,1,1,1,3,1,1,1,1
386,4,4,2,2,2,3,3,8,1,1,1,1,11.30220443,81000,1,1,0,1,1,0,0,1
387,4,4,4,6,2,5,3,8,3,2,4,3,11.73606902,125000,1,1,2,3,1,1,0,1
388,5,4,2,2,2,5,4,8,1,3,4,1,12.16002871,191000,1,1,1,3,1,1,1,1
389,6,4,4,7,2,5,5,8,6,4,4,1,12.96219463,426000,1,1,3,3,2,1,0,1
390,4,5,2,4,5,5,3,8,1,2,4,4,11.68687877,119000,1,1,2,3,1,1,1,1
391,6,4,2,6,2,5,4,8,4,4,4,1,12.27839331,215000,1,1,3,3,1,1,1,1
392,1,1,1,1,1,3,3,8,1,3,4,4,11.57590026,106500,1,1,1,3,1,1,1,1
393,4,4,2,4,2,3,3,8,4,1,1,3,11.51292546,100000,1,2,0,1,1,1,0,1
394,4,4,2,2,2,4,3,8,1,2,4,1,11.59910316,109000,1,2,2,3,1,1,1,1
395,4,4,4,5,2,3,3,8,1,2,4,1,11.76756768,129000,1,1,1,3,1,1,1,1
396,4,4,4,4,2,3,3,8,1,3,4,1,11.71993963,123000,1,1,2,3,1,1,1,1
397,4,4,2,6,2,3,3,8,4,3,4,1,12.04060821,169500,1,1,1,3,1,1,1,1
398,3,2,2,2,2,4,3,3,1,2,2,1,11.1124479,67000,1,0,2,2,1,0,0,1
399,5,4,2,7,2,5,4,8,1,4,4,1,12.39255221,241000,1,1,1,3,1,1,1,1
400,5,4,2,7,2,5,5,8,5,4,4,1,12.41105223,245500,1,1,1,3,1,1,1,1
401,5,4,4,7,2,5,4,8,5,4,4,1,12.01364014,164990,1,1,1,3,2,1,0,1
402,4,4,2,2,2,5,3,8,1,2,4,5,11.58988651,108000,1,1,2,3,1,0,1,1
403,5,4,2,2,2,4,4,8,4,4,4,1,12.46071486,258000,1,1,3,3,1,1,0,1
404,5,4,2,2,2,4,3,8,4,4,4,1,12.03171926,168000,1,1,3,3,1,1,1,1
405,4,4,2,5,2,5,3,7,4,2,4,3,11.91839057,150000,1,1,1,3,1,1,1,1
406,4,4,2,2,2,5,3,3,1,2,4,1,11.65268741,115000,1,2,2,3,1,1,1,1
407,5,4,2,2,2,5,3,8,1,2,4,1,12.08390501,177000,1,1,1,3,1,1,1,1
408,6,5,2,2,2,5,4,8,5,3,4,1,12.54254488,280000,1,1,1,3,2,1,0,1
409,6,4,2,7,2,5,5,8,5,4,4,1,12.73596533,339750,1,1,1,3,2,1,0,1
410,4,3,2,2,2,3,3,5,1,2,4,1,11.00209984,60000,1,2,1,3,0,1,0,1
411,4,4,3,4,2,3,3,8,1,4,4,1,11.88448902,145000,1,1,1,3,1,1,1,0
412,6,4,4,7,2,5,4,8,5,4,4,1,12.31043266,222000,1,1,1,3,2,1,0,1
413,4,4,2,2,2,4,3,8,5,2,4,1,11.65268741,115000,1,2,2,3,1,1,1,1
414,5,4,2,5,7,5,4,8,4,2,4,1,12.33710091,228000,1,1,1,3,1,1,1,1
415,5,4,4,7,2,5,4,8,1,4,4,1,12.10699237,181134,1,1,1,3,2,1,0,1
416,4,4,2,6,2,3,3,8,4,4,4,1,11.91505167,149500,1,1,1,3,1,1,1,1
417,5,4,2,5,2,3,3,8,5,2,4,1,12.38421883,239000,1,2,2,3,1,0,1,0
418,4,4,2,6,2,2,3,8,1,2,4,1,11.74403719,126000,1,0,2,3,1,0,0,0
419,4,4,2,5,2,5,3,8,3,2,4,1,11.86358234,142000,1,1,1,3,1,1,1,1
420,5,5,5,7,2,5,3,8,1,4,4,1,12.2370867,206300,1,1,1,3,1,1,0,1
421,5,4,2,6,2,4,4,8,4,4,4,1,12.27839331,215000,1,1,1,3,1,1,1,1
422,4,4,2,2,2,5,3,8,1,3,4,1,11.6351431,113000,1,2,1,3,1,0,1,1
423,5,4,2,7,2,4,4,8,4,4,4,1,12.66032792,315000,1,1,1,3,1,1,1,1
424,5,4,2,3,2,4,3,8,5,3,4,1,11.84222921,139000,1,2,1,3,1,1,1,1
425,4,4,2,2,2,4,3,8,5,2,4,1,11.81303006,135000,1,1,2,3,1,0,1,1
426,5,4,5,7,2,4,4,8,4,4,4,1,12.52452638,275000,1,1,1,3,1,1,1,1
427,4,4,2,4,2,5,3,8,1,2,4,1,11.59917655,109008,1,1,2,3,1,1,1,1
428,5,4,2,7,2,5,4,8,1,3,4,1,12.18280402,195400,1,1,1,3,2,1,0,1
429,5,4,3,7,2,3,4,8,4,2,4,1,12.07254125,175000,1,1,1,3,1,1,1,1
430,4,4,2,6,2,3,3,8,1,2,4,1,11.35510138,85400,1,1,2,3,0,1,0,1
431,4,4,2,2,2,4,3,8,1,1,1,4,11.28853113,79900,1,1,0,1,0,0,0,1
432,4,4,2,6,2,5,3,7,1,2,4,1,11.71586631,122500,1,1,2,3,1,1,1,1
433,5,4,2,2,2,5,3,8,4,4,4,1,12.10625231,181000,1,1,1,3,1,1,1,1
434,5,4,4,6,2,4,3,8,1,1,1,1,11.30220443,81000,1,1,0,1,1,1,1,1
435,5,4,4,7,6,5,4,8,4,3,4,1,12.26434155,212000,1,1,1,3,0,1,1,1
436,3,4,2,2,2,3,3,8,1,2,4,1,11.66134547,116000,1,2,2,3,1,1,1,1
437,4,4,2,2,2,4,3,8,1,2,4,1,11.68687877,119000,1,1,2,3,1,1,1,1
438,4,4,2,3,2,3,4,8,5,2,4,4,11.4114463,90350,1,1,2,2,1,0,1,0
439,4,3,3,2,2,4,4,8,1,2,4,5,11.60823564,110000,1,1,2,3,0,1,1,1
440,6,4,5,7,6,5,5,8,5,4,4,1,13.22672339,555000,1,1,1,3,1,1,1,1
441,4,4,2,6,2,3,2,8,1,1,1,1,11.6784399,118000,1,0,0,1,1,1,1,0
442,4,4,2,2,2,3,3,8,5,2,4,1,12.00089179,162900,1,1,2,3,1,0,1,1
443,6,4,4,2,2,5,4,8,5,4,4,1,12.05815252,172500,1,1,1,3,2,1,0,1
444,5,4,2,7,2,5,4,8,4,2,4,1,12.25486281,210000,1,1,1,3,1,1,1,1
445,4,4,2,2,2,2,3,8,5,2,4,4,11.75587164,127500,1,1,1,3,0,1,1,1
446,4,4,2,6,4,5,4,5,5,4,4,1,12.15477935,190000,1,1,1,3,1,1,1,1
447,5,4,2,2,2,4,4,8,4,4,4,1,12.20557252,199900,1,1,1,3,1,1,1,1
448,4,4,2,2,2,3,3,8,5,2,4,1,11.69107165,119500,1,1,2,3,1,0,1,1
449,4,4,2,6,2,5,3,8,1,2,4,1,11.69524702,120000,1,1,2,3,1,1,1,1
450,4,4,2,2,2,5,4,8,1,2,3,1,11.60823564,110000,1,2,2,2,1,0,1,1
451,5,4,5,6,2,3,4,8,4,2,4,1,12.54254488,280000,1,1,1,3,1,1,1,1
452,6,4,2,6,2,5,3,8,1,4,4,1,12.22587527,204000,1,1,1,3,1,1,1,1
453,5,4,2,2,2,5,4,8,1,3,4,1,12.25486281,210000,1,1,1,3,1,1,1,1
454,4,4,2,6,2,3,3,8,1,2,4,1,12.14419724,188000,1,1,2,3,1,1,0,1
455,4,4,2,6,2,2,3,8,4,2,4,1,12.07539432,175500,1,1,1,3,1,1,1,1
456,4,4,2,2,2,2,3,8,1,2,3,1,11.49272276,98000,1,1,2,2,0,1,0,0
457,5,4,5,5,2,5,4,7,5,4,4,1,12.45293272,256000,1,1,1,3,1,1,1,1
458,4,4,2,2,2,2,4,8,5,2,4,4,11.98915964,161000,1,1,2,3,1,1,1,1
459,4,4,2,3,2,3,4,8,4,2,4,1,11.60823564,110000,1,1,2,3,1,1,1,1
460,5,4,2,7,2,5,3,8,1,4,4,1,12.48156194,263435,1,1,3,3,2,1,0,1
461,5,5,2,6,5,5,4,8,1,3,4,4,11.9511804,155000,1,1,2,3,1,1,1,1
462,4,4,2,4,5,4,3,8,2,2,4,3,11.04104808,62383,1,1,2,3,1,1,1,1
463,4,4,2,3,2,2,3,8,5,2,4,1,12.14791373,188700,1,2,2,3,1,1,1,1
464,5,4,2,4,2,3,3,8,1,1,1,1,11.72803684,124000,1,1,0,1,1,1,1,1
465,5,4,2,2,2,5,4,8,4,4,4,1,12.09368751,178740,1,1,1,3,1,1,1,1
466,4,5,5,7,2,3,3,8,2,2,4,3,12.02574909,167000,1,1,1,3,1,1,1,1
467,4,4,2,3,2,5,4,8,5,2,4,1,11.89478071,146500,1,1,1,3,1,1,1,1
468,5,4,2,2,2,5,4,8,5,3,4,1,12.4292162,250000,1,1,1,3,1,1,1,1
469,5,4,2,7,2,5,4,8,1,3,4,1,12.1388639,187000,1,1,1,3,1,1,1,1
470,5,4,4,7,5,3,4,8,1,3,4,1,12.26434155,212000,1,1,1,3,1,1,1,1
471,5,4,2,2,2,3,3,8,5,3,4,1,12.15477935,190000,1,1,1,3,1,1,1,1
472,5,4,5,7,2,5,3,8,1,3,4,1,11.90496755,148000,1,1,0,3,1,1,1,1
473,6,4,5,7,2,5,4,8,6,3,4,1,12.99453001,440000,1,1,1,3,2,1,0,1
474,5,4,4,7,2,5,5,8,1,3,4,1,12.43320822,251000,1,1,1,3,1,1,1,1
475,4,4,2,7,2,3,3,8,1,2,4,1,11.79433792,132500,1,1,2,3,1,1,1,1
476,5,4,5,7,2,5,4,8,4,4,4,1,12.24961095,208900,1,1,1,3,1,1,1,1
477,5,4,4,2,2,5,5,8,5,4,4,1,12.84792653,380000,1,1,3,3,1,1,1,1
478,6,4,5,7,2,5,4,8,5,3,4,1,12.60148742,297000,1,1,1,3,1,1,1,1
479,3,4,2,4,2,3,3,8,1,2,4,4,11.40166983,89471,1,1,2,3,1,1,0,1
480,6,4,5,7,2,5,4,8,5,4,4,1,12.69465266,326000,1,1,1,3,1,1,1,1
481,6,4,5,7,2,5,5,8,5,4,4,1,12.83201108,374000,1,1,1,3,1,1,1,1
482,4,4,2,6,2,5,5,6,5,2,3,1,11.9511804,155000,1,1,1,2,1,1,1,1
483,6,4,2,7,2,5,3,8,1,2,4,1,12.00762171,164000,1,1,1,3,1,1,1,1
484,4,4,2,6,2,4,4,8,1,2,4,1,11.79433792,132500,1,1,2,3,1,1,1,1
485,4,4,2,6,2,4,4,8,5,2,4,1,11.89818787,147000,1,1,1,3,1,1,1,1
486,4,4,2,6,2,3,3,8,1,3,4,1,11.95761129,156000,1,1,1,3,1,1,1,1
